"hh_number","hh_size_1","hh_size_2","hh_size_3","hh_size_4","hh_size_5","hh_size_6","hh_size_7"
1696,1,1,3,3,2,6,1
1697,1,2,2,4,5,4,7
1698,1,1,3,4,2,3,6
1699,1,1,1,1,5,1,3
1700,1,2,1,1,3,2,2
1701,1,1,2,3,5,4,4
1702,1,1,2,2,2,1,1
1703,1,2,1,3,4,2,2
1704,1,2,1,1,3,3,3
1705,1,1,3,4,3,6,1
1706,1,1,2,3,3,2,4
1707,1,1,3,1,5,3,7
1708,1,2,1,1,5,4,1
1709,1,2,1,3,1,2,4
1710,1,1,3,2,3,2,7
1711,1,2,2,3,5,1,1
1712,1,2,3,2,1,1,5
1713,1,1,1,1,5,3,1
1714,1,2,2,4,4,5,3
1715,1,2,1,2,4,2,5
1716,1,2,2,1,4,6,6
1717,1,2,3,2,5,6,6
1718,1,2,1,4,1,1,7
1719,1,1,3,2,2,5,3
1720,1,2,2,3,2,5,1
1721,1,2,2,1,4,3,3
1722,1,1,2,1,1,6,2
1723,1,2,2,3,3,2,4
1724,1,2,1,4,5,4,1
1725,1,2,2,2,2,2,5
1726,1,1,1,2,3,1,7
1727,1,1,1,2,1,5,6
1728,1,1,3,3,3,4,5
1729,1,1,2,2,5,6,1
1730,1,2,3,2,5,6,2
1731,1,2,1,2,4,3,7
1732,1,1,3,3,2,3,3
1733,1,2,3,2,3,6,6
1734,1,1,1,1,2,6,4
1735,1,2,3,1,4,3,6
1736,1,1,1,4,4,2,4
1737,1,2,3,4,4,4,3
1738,1,1,2,4,1,5,4
1739,1,2,3,4,4,4,6
1740,1,1,3,1,5,5,3
1741,1,1,2,4,3,3,4
1742,1,2,1,4,2,1,6
1743,1,2,3,3,1,1,3
1744,1,2,1,4,5,1,4
1745,1,2,3,2,1,4,5
1746,1,1,2,4,2,3,1
1747,1,1,1,3,2,5,4
1748,1,2,3,3,2,4,3
1749,1,2,3,2,3,2,5
1750,1,1,1,3,4,6,1
1751,1,2,1,3,4,5,6
1752,1,2,1,1,2,5,6
1753,1,2,1,2,2,3,3
1754,1,2,1,3,3,2,2
1755,1,1,1,1,3,3,2
1756,1,2,2,1,2,5,3
1757,1,1,1,4,1,5,2
1758,1,1,2,3,4,3,6
1759,1,1,1,4,2,1,6
1760,1,2,2,2,1,2,5
1761,1,1,1,4,3,4,7
1762,1,1,1,2,2,4,4
1763,1,2,1,2,2,4,4
1764,1,1,3,2,1,3,4
1765,1,1,3,4,4,2,7
1766,1,1,2,3,2,1,1
1767,1,2,3,1,5,5,5
1768,1,1,2,1,4,6,6
1769,1,2,3,4,5,5,1
1770,1,1,2,1,5,6,1
1771,1,2,2,2,5,4,7
1772,1,1,3,1,5,2,3
1773,1,2,2,2,3,1,6
1774,1,2,2,1,3,4,2
1775,1,1,3,2,3,1,4
1776,1,2,3,1,4,6,4
1777,1,1,2,4,1,3,4
1778,1,1,1,3,5,1,6
1779,1,1,2,1,3,6,3
1780,1,2,1,1,1,1,2
1781,1,2,1,2,2,2,4
1782,1,2,3,1,5,5,2
1783,1,2,2,2,5,2,4
1784,1,1,3,4,4,3,2
1785,1,1,3,2,5,2,6
1786,1,1,1,4,5,3,2
1787,1,1,1,4,5,2,7
1788,1,2,2,4,4,1,1
1789,1,1,1,4,5,5,2
1790,1,2,2,2,2,2,6
1791,1,2,1,1,5,5,2
1792,1,2,2,3,3,5,1
1793,1,2,1,4,3,6,7
1794,1,2,3,2,5,4,2
1795,1,2,3,2,3,3,1
1796,1,2,3,4,2,4,7
1797,1,1,1,3,1,5,6
1798,1,2,1,2,5,4,5
1799,1,2,2,1,1,5,4
1800,1,1,3,4,4,6,5
1801,1,2,3,1,5,2,4
1802,1,1,1,2,5,4,6
1803,1,1,2,4,3,3,7
1804,1,1,3,2,1,2,3
1805,1,2,3,4,4,6,6
1806,1,2,2,4,5,2,3
1807,1,1,2,2,5,6,6
1808,1,1,2,4,5,5,7
1809,1,2,1,1,2,6,5
1810,1,1,3,3,3,4,3
1811,1,1,2,4,5,3,1
1812,1,1,3,1,3,2,1
1813,1,1,1,3,5,4,7
1814,1,1,1,3,5,5,5
1815,1,2,3,3,5,4,6
1816,1,2,1,4,3,2,6
1817,1,2,3,3,4,2,3
1818,1,1,2,3,2,2,4
1819,1,2,1,3,2,5,5
1820,1,2,1,3,3,4,4
1821,1,2,1,1,1,1,1
1822,1,2,3,1,3,4,1
1823,1,2,3,2,2,2,6
1824,1,2,3,1,1,6,5
1825,1,1,2,2,1,3,3
1826,1,1,2,4,1,2,1
1827,1,1,2,4,2,1,7
1828,1,1,2,3,5,1,7
1829,1,2,3,4,5,4,2
1830,1,1,2,2,4,5,6
1831,1,2,1,3,1,2,7
1832,1,2,2,1,1,3,1
1833,1,2,1,4,4,4,5
1834,1,2,2,1,1,4,2
1835,1,1,2,3,1,2,6
1836,1,2,1,2,2,6,6
1837,1,1,1,4,2,4,6
1838,1,2,2,2,1,1,4
1839,1,1,2,3,4,1,7
1840,1,1,3,3,2,2,1
1841,1,2,1,2,1,2,6
1842,1,2,2,2,2,5,7
1843,1,1,1,4,3,1,1
1844,1,1,3,4,4,5,6
1845,1,2,1,1,5,5,7
1846,1,1,3,3,5,5,1
1847,1,1,2,1,2,5,4
1848,1,2,2,4,2,6,7
1849,1,2,1,3,2,6,4
1850,1,1,1,4,2,1,1
1851,1,1,2,3,1,3,2
1852,1,2,3,2,4,6,4
1853,1,2,1,1,1,4,3
1854,1,2,1,1,4,6,5
1855,1,1,1,3,2,6,3
1856,1,2,2,4,3,3,7
1857,1,1,1,2,5,2,1
1858,1,2,3,2,1,4,2
1859,1,1,3,4,1,6,5
1860,1,2,2,1,2,3,4
1861,1,2,2,3,5,5,3
1862,1,2,3,4,3,5,4
1863,1,2,3,3,1,4,6
1864,1,1,3,1,1,1,6
1865,1,1,1,1,4,6,4
1866,1,2,2,2,5,1,1
1867,1,2,1,1,5,4,1
1868,1,2,3,2,2,2,4
1869,1,2,1,4,4,4,7
1870,1,1,1,4,5,2,2
1871,1,1,1,1,4,5,4
1872,1,1,3,1,1,2,2
1873,1,1,1,2,4,1,4
1874,1,1,2,2,2,1,2
1875,1,2,2,2,4,2,2
1876,1,1,3,4,2,5,7
1877,1,1,1,4,5,6,2
1878,1,2,3,2,4,5,3
1879,1,1,3,1,2,4,5
1880,1,1,3,3,1,5,1
1881,1,1,2,3,3,6,4
1882,1,1,3,4,1,4,6
1883,1,2,3,1,1,4,4
1884,1,1,3,4,4,5,7
1885,1,1,2,3,4,2,6
1886,1,2,2,3,3,6,3
1887,1,2,2,1,3,3,6
1888,1,1,3,4,4,5,1
1889,1,2,1,4,1,4,5
1890,1,1,1,4,5,5,5
1891,1,1,1,1,3,1,4
1892,1,2,3,4,3,6,7
1893,1,1,2,1,5,3,3
1894,1,2,1,3,2,2,2
1895,1,2,2,1,4,5,1
1896,1,2,1,3,4,5,5
1897,1,2,2,3,2,6,3
1898,1,1,2,3,5,1,4
1899,1,2,1,3,3,2,1
1900,1,1,1,1,1,6,5
1901,1,2,3,4,3,1,1
1902,1,1,1,4,2,3,4
1903,1,1,1,4,5,3,7
1904,1,2,3,2,2,6,1
1905,1,2,1,1,3,4,3
1906,1,1,1,2,3,6,7
1907,1,2,3,4,4,6,1
1908,1,1,1,2,1,6,6
1909,1,1,3,3,3,2,1
1910,1,1,2,3,2,4,4
1911,1,2,3,3,2,4,5
1912,1,1,1,4,4,3,4
1913,1,1,3,3,2,4,5
1914,1,1,3,4,2,2,4
1915,1,1,1,4,3,6,1
1916,1,1,1,3,4,4,5
1917,1,2,3,2,4,3,5
1918,1,1,3,2,3,4,7
1919,1,1,2,1,3,1,5
1920,1,2,3,4,2,1,4
1921,1,1,3,1,4,6,7
1922,1,1,2,3,4,5,1
1923,1,1,1,4,4,3,7
1924,1,1,2,2,1,5,1
1925,1,2,1,2,1,1,2
1926,1,2,1,3,1,1,5
1927,1,2,2,2,1,5,4
1928,1,2,2,3,5,5,1
1929,1,1,2,4,2,3,2
1930,1,1,2,3,5,6,5
1931,1,2,1,2,5,4,2
1932,1,2,1,2,3,4,7
1933,1,1,3,2,1,5,4
1934,1,2,1,3,2,5,6
1935,1,1,1,4,3,2,2
1936,1,1,2,1,4,3,4
1937,1,2,1,4,2,5,6
1938,1,2,3,3,4,6,6
1939,1,1,1,2,5,5,3
1940,1,1,2,4,5,4,2
1941,1,2,1,1,1,1,2
1942,1,2,2,4,5,3,3
1943,1,2,3,1,5,5,5
1944,1,2,2,4,1,5,5
1945,1,2,3,4,3,4,3
1946,1,1,2,1,4,1,6
1947,1,2,1,2,2,4,3
1948,1,1,2,1,4,2,3
1949,1,1,2,3,4,5,2
1950,1,2,3,4,1,3,2
1951,1,2,2,1,4,4,6
1952,1,2,2,3,5,1,1
1953,1,1,2,1,3,6,5
1954,1,1,3,1,3,1,7
1955,1,2,2,4,2,3,5
1956,1,2,2,1,1,1,3
1957,1,2,1,3,1,3,3
1958,1,1,3,2,1,4,5
1959,1,1,3,4,4,6,3
1960,1,2,1,4,4,4,7
1961,1,1,2,3,4,4,1
1962,1,1,2,2,5,5,2
1963,1,2,3,4,5,4,2
1964,1,2,2,3,4,6,4
1965,1,2,3,4,5,1,6
1966,1,1,2,3,2,1,5
1967,1,2,2,2,5,1,5
1968,1,1,2,1,4,4,3
1969,1,1,2,4,5,1,7
1970,1,2,1,2,4,3,7
1971,1,1,3,2,2,5,1
1972,1,2,2,3,4,2,6
1973,1,2,1,2,3,3,7
1974,1,1,1,1,2,1,6
1975,1,2,2,2,2,6,4
1976,1,2,2,3,5,5,5
1977,1,1,1,4,3,5,2
1978,1,2,2,3,1,1,2
1979,1,1,2,3,3,3,3
1980,1,1,3,2,4,3,1
1981,1,2,2,1,2,6,6
1982,1,1,2,1,2,3,4
1983,1,2,1,2,1,1,6
1984,1,2,1,2,5,5,6
1985,1,2,1,1,5,2,6
1986,1,1,1,3,5,6,7
1987,1,1,2,3,4,1,6
1988,1,2,3,4,2,1,3
1989,1,1,3,1,1,4,1
1990,1,1,3,1,3,1,4
1991,1,1,1,3,4,2,3
1992,1,2,2,2,4,2,2
1993,1,1,1,4,5,1,2
1994,1,1,1,2,4,5,7
1995,1,2,1,4,1,5,4
1996,1,2,3,2,2,1,3
1997,1,1,1,4,4,2,2
1998,1,1,1,4,1,4,5
1999,1,2,3,2,1,3,6
2000,1,1,2,1,4,6,3
2001,1,2,1,1,2,2,3
2002,1,1,1,2,1,2,6
2003,1,2,2,1,2,1,3
2004,1,1,2,2,4,1,7
2005,1,2,3,2,4,4,5
2006,1,1,2,1,1,1,1
2007,1,1,2,3,5,6,1
2008,1,1,1,2,1,1,1
2009,1,1,2,2,4,2,1
2010,1,2,3,2,2,3,5
2011,1,2,1,3,5,6,6
2012,1,1,3,3,5,2,2
2013,1,2,1,3,4,6,3
2014,1,1,3,4,4,2,1
2015,1,2,2,4,1,4,1
2016,1,2,3,2,5,5,3
2017,1,1,3,3,4,1,3
2018,1,1,1,1,5,6,7
2019,1,2,1,2,2,2,6
2020,1,2,1,1,1,4,1
2021,1,2,1,1,3,2,1
2022,1,1,2,3,3,2,2
2023,1,1,2,1,5,1,5
2024,1,1,2,1,3,2,7
2025,1,2,3,4,2,6,4
2026,1,2,1,3,5,2,6
2027,1,2,1,2,1,5,4
2028,1,1,1,2,2,6,5
2029,1,2,3,1,5,5,4
2030,1,2,1,3,5,3,6
2031,1,2,3,3,1,3,4
2032,1,1,3,1,1,3,4
2033,1,1,2,1,4,6,4
2034,1,2,2,3,5,1,2
2035,1,2,3,3,1,4,2
2036,1,1,1,2,5,5,3
2037,1,2,1,4,1,4,5
2038,1,1,3,4,3,1,6
2039,1,1,1,2,2,2,2
2040,1,1,1,4,4,1,6
2041,1,1,2,4,4,3,4
2042,1,2,1,4,1,4,6
2043,1,2,1,2,5,6,3
2044,1,1,2,1,2,6,4
2045,1,1,3,3,1,6,4
2046,1,1,1,2,5,3,2
2047,1,2,3,1,5,6,2
2048,1,1,3,2,3,6,2
2049,1,2,3,3,4,2,3
2050,1,2,3,2,2,5,7
2051,1,2,2,3,2,6,3
2052,1,2,1,1,3,5,7
2053,1,2,2,4,2,1,2
2054,1,1,3,3,3,2,6
2055,1,1,2,3,5,2,3
2056,1,1,2,2,3,4,2
2057,1,1,1,3,5,2,2
2058,1,1,3,3,1,6,7
2059,1,2,1,3,3,3,6
2060,1,1,2,2,2,6,4
2061,1,1,1,1,3,4,2
2062,1,2,3,2,3,2,3
2063,1,1,2,4,3,6,6
2064,1,2,1,1,5,6,7
2065,1,2,1,3,3,3,5
2066,1,2,2,4,4,1,3
2067,1,1,1,2,4,5,4
2068,1,2,3,4,1,6,1
2069,1,2,2,2,4,6,5
2070,1,2,1,1,2,2,3
2071,1,1,2,4,3,1,3
2072,1,2,2,3,3,2,7
2073,1,2,2,3,1,1,4
2074,1,2,3,1,4,6,4
2075,1,1,2,4,2,6,4
2076,1,2,2,2,3,1,5
2077,1,1,3,2,2,4,5
2078,1,1,3,4,3,1,5
2079,1,2,1,4,3,3,6
2080,1,2,2,2,4,6,6
2081,1,1,1,2,2,3,4
2082,1,1,1,4,3,4,7
2083,1,1,3,3,1,1,2
2084,1,2,2,2,4,4,3
2085,1,1,2,2,3,2,2
2086,1,2,2,1,3,5,6
2087,1,1,1,2,2,3,1
2088,1,2,1,3,5,3,6
2089,1,2,2,3,3,3,6
2090,1,2,2,1,3,6,3
2091,1,2,3,2,3,3,4
2092,1,1,2,4,5,6,3
2093,1,1,2,1,5,5,1
2094,1,1,1,4,2,4,4
2095,1,1,1,2,5,4,1
2096,1,2,3,1,4,4,7
2097,1,1,1,1,4,6,4
2098,1,1,2,3,4,1,3
2099,1,1,3,4,4,5,7
2100,1,1,3,1,1,3,3
2101,1,1,1,4,3,2,7
2102,1,2,3,4,3,6,2
2103,1,1,3,1,4,4,1
2104,1,1,2,3,5,3,4
2105,1,1,3,3,4,4,2
2106,1,2,1,4,3,4,5
2107,1,2,3,4,1,4,3
2108,1,1,3,2,1,4,4
2109,1,2,2,1,2,5,5
2110,1,1,1,2,3,4,5
2111,1,2,3,3,3,1,2
2112,1,2,3,3,1,4,2
2113,1,2,2,4,4,1,6
2114,1,2,2,4,3,6,1
2115,1,2,1,2,1,2,4
2116,1,1,3,2,3,5,3
2117,1,1,2,4,2,2,1
2118,1,1,3,1,2,2,6
2119,1,1,1,1,5,1,4
2120,1,1,1,3,5,5,5
2121,1,1,2,1,5,5,2
2122,1,2,3,1,3,5,4
2123,1,1,3,2,2,1,4
2124,1,2,2,4,1,3,7
2125,1,2,3,4,3,1,5
2126,1,1,1,2,1,2,6
2127,1,1,1,1,5,3,2
2128,1,1,1,4,2,6,1
2129,1,1,2,2,3,4,7
2130,1,1,3,4,5,2,3
2131,1,2,1,4,2,5,3
2132,1,1,3,2,3,3,2
2133,1,1,2,4,3,6,4
2134,1,1,1,1,4,3,5
2135,1,1,2,1,2,4,1
2136,1,1,1,4,5,3,6
2137,1,2,2,3,4,5,4
2138,1,2,2,1,1,2,4
2139,1,2,3,1,5,6,6
2140,1,2,2,1,3,5,3
2141,1,1,1,2,5,6,6
2142,1,1,3,3,5,5,1
2143,1,1,2,3,2,3,5
2144,1,2,2,2,1,3,1
2145,1,2,1,4,1,1,6
2146,1,2,1,2,2,1,2
2147,1,2,3,4,1,3,5
2148,1,2,3,4,5,5,5
2149,1,1,3,3,2,5,5
2150,1,2,3,1,4,2,3
2151,1,2,2,1,1,6,6
2152,1,2,1,2,3,5,7
2153,1,1,1,4,3,2,3
2154,1,1,2,3,4,4,6
2155,1,1,3,1,2,2,6
2156,1,1,2,2,4,3,1
2157,1,1,3,2,4,3,2
2158,1,1,1,3,1,5,6
2159,1,2,2,4,5,3,7
2160,1,1,1,3,3,6,4
2161,1,1,1,4,3,1,2
2162,1,2,3,4,2,2,6
2163,1,2,1,2,4,4,3
2164,1,2,2,3,2,4,2
2165,1,2,3,1,5,3,6
2166,1,1,1,2,5,4,7
2167,1,1,2,4,2,3,3
2168,1,1,2,2,2,5,1
2169,1,1,3,4,1,1,1
2170,1,2,3,3,2,1,3
2171,1,1,1,4,5,3,6
2172,1,1,3,2,1,1,5
2173,1,1,2,4,1,2,6
2174,1,1,3,1,3,5,5
2175,1,1,2,2,2,3,7
2176,1,1,3,2,3,6,1
2177,1,1,1,4,5,1,6
2178,1,2,3,4,2,4,6
2179,1,2,1,1,2,6,3
2180,1,2,3,4,4,5,7
2181,1,1,3,3,3,4,2
2182,1,1,3,2,2,1,4
2183,1,1,1,4,3,4,3
2184,1,1,1,1,1,4,4
2185,1,2,2,4,4,6,6
2186,1,2,2,2,3,6,2
2187,1,1,1,3,3,1,6
2188,1,2,1,1,4,6,5
2189,1,2,2,3,1,4,1
2190,1,1,1,4,2,5,2
2191,1,1,2,1,3,1,4
2192,1,1,2,2,2,2,3
2193,1,1,3,1,3,2,4
2194,1,1,2,1,3,1,6
2195,1,1,3,4,1,4,5
2196,1,2,3,3,4,3,7
2197,1,1,1,2,3,4,6
2198,1,1,3,3,5,4,4
2199,1,2,3,2,4,6,4
2200,1,2,1,1,2,5,3
2201,1,1,3,2,1,1,4
2202,1,2,1,4,4,5,3
2203,1,2,1,2,2,5,1
2204,1,1,1,1,3,5,6
2205,1,2,3,3,4,4,2
2206,1,2,1,3,4,4,6
2207,1,1,1,1,4,6,4
2208,1,1,1,3,3,5,7
2209,1,2,2,3,1,6,1
2210,1,2,3,2,2,4,5
2211,1,1,2,3,5,4,6
2212,1,2,2,3,2,5,3
2213,1,2,2,2,4,5,6
2214,1,2,2,3,4,6,4
2215,1,2,2,4,4,6,1
2216,1,1,1,3,1,4,5
2217,1,1,3,3,3,1,1
2218,1,2,1,3,5,1,6
2219,1,2,1,3,1,6,5
2220,1,1,1,1,1,5,4
2221,1,1,1,1,3,6,5
2222,1,2,3,2,3,3,7
2223,1,1,3,4,5,4,1
2224,1,2,2,1,2,6,7
2225,1,1,1,4,1,6,5
2226,1,1,3,2,1,2,2
2227,1,1,2,4,4,5,1
2228,1,2,2,1,1,3,6
2229,1,2,3,1,3,1,5
2230,1,1,2,2,4,1,3
2231,1,2,1,3,3,5,6
2232,1,1,2,1,2,1,4
2233,1,2,3,3,4,1,1
2234,1,2,3,2,1,5,2
2235,1,2,3,3,5,3,5
2236,1,2,3,3,1,2,1
2237,1,2,1,4,5,2,4
2238,1,1,1,1,3,1,4
2239,1,2,2,1,5,1,4
2240,1,2,1,3,3,3,4
2241,1,1,3,4,5,4,4
2242,1,1,3,3,1,4,4
2243,1,2,2,1,3,3,2
2244,1,2,2,3,1,5,3
2245,1,1,3,3,1,3,4
2246,1,2,1,4,3,5,5
2247,1,2,3,1,5,5,6
2248,1,2,3,3,4,1,3
2249,1,2,2,4,4,4,6
2250,1,2,1,2,1,6,3
2251,1,1,3,2,1,2,6
2252,1,2,3,2,1,5,5
2253,1,1,3,1,3,2,7
2254,1,1,2,1,1,2,3
2255,1,2,2,4,2,4,6
2256,1,1,2,3,3,1,7
2257,1,2,1,1,3,2,5
2258,1,1,2,3,4,3,5
2259,1,2,3,4,4,5,7
2260,1,1,1,3,5,3,4
2261,1,2,3,2,2,2,7
2262,1,2,3,1,2,4,5
2263,1,2,3,2,3,2,7
2264,1,1,1,1,4,6,6
2265,1,1,3,1,4,1,4
2266,1,2,1,1,3,3,5
2267,1,2,3,3,4,1,5
2268,1,2,1,4,5,1,3
2269,1,2,2,3,4,2,5
2270,1,2,2,1,1,2,5
2271,1,1,3,3,2,3,3
2272,1,2,3,4,2,4,1
2273,1,2,2,2,2,2,3
2274,1,2,3,4,4,3,2
2275,1,2,3,1,2,6,5
2276,1,2,3,4,4,4,6
2277,1,1,2,2,5,2,1
2278,1,1,2,4,2,4,7
2279,1,2,2,1,4,4,5
2280,1,1,2,4,3,1,1
2281,1,1,2,4,3,2,2
2282,1,2,3,2,5,1,6
2283,1,2,2,2,1,2,7
2284,1,2,2,4,3,2,2
2285,1,2,2,3,3,1,3
2286,1,2,2,4,5,5,5
2287,1,1,2,2,5,4,1
2288,1,2,2,1,1,3,1
2289,1,2,3,3,5,2,2
2290,1,1,3,3,3,2,6
2291,1,1,1,3,3,3,5
2292,1,2,2,3,4,6,4
2293,1,1,2,4,4,5,4
2294,1,2,3,3,2,4,1
2295,1,2,1,4,2,5,3
2296,1,1,1,1,2,2,2
2297,1,1,2,3,2,3,1
2298,1,2,3,4,1,2,4
2299,1,1,3,2,1,2,2
2300,1,1,1,4,5,3,7
2301,1,2,3,1,3,4,1
2302,1,1,2,3,1,4,4
2303,1,2,2,4,4,6,4
2304,1,1,3,3,4,4,2
2305,1,2,1,4,3,1,6
2306,1,1,3,4,2,4,4
2307,1,2,1,3,4,5,2
2308,1,1,1,1,5,6,4
2309,1,2,2,1,4,5,1
2310,1,2,1,2,3,4,4
2311,1,2,3,3,2,2,7
2312,1,2,2,2,3,1,3
2313,1,1,3,4,3,1,2
2314,1,1,1,4,4,2,7
2315,1,2,2,4,5,5,4
2316,1,2,3,2,4,4,7
2317,1,2,2,4,2,4,6
2318,1,2,2,1,3,5,2
2319,1,1,3,4,3,5,4
2320,1,1,3,3,1,6,1
2321,1,2,3,4,2,1,7
2322,1,1,2,2,5,5,5
2323,1,1,1,3,3,4,1
2324,1,2,2,1,1,5,7
2325,1,2,2,2,3,4,4
2326,1,2,2,2,5,2,6
2327,1,2,1,1,4,1,3
2328,1,1,3,3,1,1,5
2329,1,1,3,1,3,5,3
2330,1,2,1,1,1,1,4
2331,1,1,2,3,1,2,4
2332,1,2,2,1,3,6,1
2333,1,2,2,2,5,5,4
2334,1,1,2,1,5,2,4
2335,1,2,2,2,5,6,1
2336,1,2,1,1,2,1,4
2337,1,2,3,2,5,6,2
2338,1,1,2,1,4,4,4
2339,1,1,1,2,5,3,6
2340,1,2,1,2,5,2,4
2341,1,2,1,1,3,5,2
2342,1,2,3,4,3,1,2
2343,1,2,2,1,3,1,2
2344,1,1,1,2,1,6,7
2345,1,2,3,2,5,2,6
2346,1,2,2,4,3,5,5
2347,1,2,3,3,3,5,6
2348,1,1,3,4,3,4,7
2349,1,1,1,2,2,6,7
2350,1,1,3,2,3,1,3
2351,1,2,1,2,4,4,6
2352,1,1,2,4,1,2,5
2353,1,1,3,2,3,4,4
2354,1,2,1,2,1,4,6
2355,1,1,1,3,4,6,5
2356,1,2,2,4,5,2,2
2357,1,1,3,1,4,6,2
2358,1,2,3,2,1,2,4
2359,1,2,2,4,1,3,3
2360,1,1,3,2,5,2,2
2361,1,1,2,3,3,2,6
2362,1,2,1,1,4,4,7
2363,1,1,2,4,2,4,1
2364,1,2,1,1,1,5,2
2365,1,2,2,2,3,4,5
2366,1,1,3,1,5,2,4
2367,1,1,3,4,3,4,6
2368,1,1,3,1,2,1,1
2369,1,1,2,1,2,1,5
2370,1,1,1,2,3,6,6
2371,1,1,1,1,3,6,1
2372,1,1,2,1,4,3,1
2373,1,2,1,1,4,3,7
2374,1,2,1,2,4,6,2
2375,1,1,2,1,3,5,6
2376,1,2,2,1,5,6,5
2377,1,1,2,2,4,6,4
2378,1,2,1,3,5,2,6
2379,1,2,2,4,3,1,7
2380,1,1,3,4,1,5,5
2381,1,2,3,2,4,1,4
2382,1,2,2,2,1,2,1
2383,1,2,2,3,3,5,7
2384,1,1,2,1,1,4,7
2385,1,2,1,3,4,2,1
2386,1,2,3,4,5,6,7
2387,1,2,1,4,1,2,4
2388,1,2,3,4,2,3,2
2389,1,1,1,2,3,5,6
2390,1,1,2,4,5,6,4
2391,1,2,1,4,1,5,3
2392,1,2,2,3,5,1,1
2393,1,2,1,3,3,1,5
2394,1,2,3,2,3,1,7
2395,1,2,3,1,5,3,1
2396,1,2,3,3,5,1,6
2397,1,2,3,1,3,3,4
2398,1,1,2,3,5,2,4
2399,1,1,1,2,4,5,6
2400,1,2,2,2,5,2,2
2401,1,2,1,3,3,1,4
2402,1,2,1,2,1,5,1
2403,1,2,3,4,4,4,7
2404,1,1,2,2,4,1,6
2405,1,1,2,2,1,4,3
2406,1,2,1,4,5,3,5
2407,1,2,3,3,4,2,3
2408,1,2,3,1,1,2,2
2409,1,2,3,2,5,6,7
2410,1,1,1,2,5,2,1
2411,1,2,1,2,3,6,7
2412,1,2,1,1,3,3,5
2413,1,2,3,2,3,6,4
2414,1,2,3,2,4,1,5
2415,1,2,3,4,4,2,1
2416,1,1,2,1,3,4,7
2417,1,1,2,1,3,3,1
2418,1,2,1,2,2,6,3
2419,1,2,2,4,5,1,5
2420,1,1,3,4,5,2,4
2421,1,1,1,2,2,6,7
2422,1,2,3,4,1,4,2
2423,1,1,3,4,4,1,4
2424,1,2,1,2,3,4,1
2425,1,2,1,1,2,3,4
2426,1,1,2,1,3,2,4
2427,1,2,1,4,4,2,3
2428,1,2,2,3,3,1,5
2429,1,1,1,2,2,5,4
2430,1,1,1,4,5,1,3
2431,1,2,1,2,1,6,2
2432,1,1,1,2,3,5,3
2433,1,1,3,1,4,5,7
2434,1,1,1,1,2,6,1
2435,1,1,2,3,3,1,2
2436,1,1,1,3,5,4,3
2437,1,1,2,3,3,2,6
2438,1,2,2,1,5,1,1
2439,1,1,3,1,2,2,7
2440,1,2,2,2,4,1,4
2441,1,1,1,2,5,3,1
2442,1,1,3,1,5,5,4
2443,1,1,3,1,5,6,2
2444,1,2,3,2,3,2,5
2445,1,2,2,3,4,6,7
2446,1,1,3,2,3,3,5
2447,1,2,2,3,2,6,4
2448,1,1,1,4,3,4,7
2449,1,1,3,4,3,5,6
2450,1,1,1,2,4,3,2
2451,1,1,1,4,4,3,1
2452,1,2,2,3,4,6,6
2453,1,2,1,1,2,3,7
2454,1,2,1,3,5,4,7
2455,1,2,1,2,1,4,5
2456,1,1,1,3,2,4,6
2457,1,1,1,4,5,2,7
2458,1,2,1,3,4,5,3
2459,1,2,1,4,4,2,4
2460,1,2,3,2,5,4,6
2461,1,1,3,4,5,1,4
2462,1,2,2,1,3,2,1
2463,1,1,3,4,4,3,3
2464,1,2,1,3,1,2,5
2465,1,1,2,4,3,1,1
2466,1,1,3,3,1,3,4
2467,1,1,2,2,3,3,4
2468,1,1,3,1,5,2,4
2469,1,2,2,4,3,6,4
2470,1,1,3,3,2,6,7
2471,1,2,2,1,1,6,5
2472,1,1,3,3,2,3,1
2473,1,2,1,4,4,3,3
2474,1,1,2,4,5,2,4
2475,1,1,2,2,3,2,4
2476,1,1,1,2,2,4,1
2477,1,1,3,2,5,5,2
2478,1,1,3,4,1,1,4
2479,1,1,2,1,5,4,6
2480,1,1,3,4,3,4,5
2481,1,1,2,4,2,2,1
2482,1,1,1,2,1,2,6
2483,1,2,2,2,1,3,6
2484,1,1,1,4,3,3,2
2485,1,2,2,1,1,5,2
2486,1,2,2,4,1,5,5
2487,1,2,3,2,1,3,1
2488,1,1,3,3,3,6,4
2489,1,2,3,2,3,2,3
2490,1,1,2,4,5,6,2
2491,1,2,3,3,2,4,4
2492,1,2,3,2,4,4,3
2493,1,1,1,2,5,1,3
2494,1,2,3,1,4,4,7
2495,1,2,1,4,5,6,7
2496,1,1,1,1,5,2,7
2497,1,1,2,1,4,5,1
2498,1,2,2,1,3,6,1
2499,1,2,2,1,3,6,7
2500,1,2,2,1,1,3,7
2501,1,2,3,3,1,4,6
2502,1,2,1,1,2,6,5
2503,1,1,1,2,3,5,5
2504,1,1,3,3,3,4,6
2505,1,2,3,2,1,6,6
2506,1,2,1,3,1,6,3
2507,1,2,2,3,1,6,5
2508,1,2,3,1,2,3,5
2509,1,1,1,2,2,6,5
2510,1,2,3,1,3,2,7
2511,1,1,3,3,4,2,1
2512,1,1,1,4,4,1,1
2513,1,1,1,2,2,5,4
2514,1,1,1,1,3,1,3
2515,1,2,2,4,4,5,1
